train set,train set size,test set,c0,c1,c2,c3,rmse,kfold rmse
gov,1,flores,0.004179060480604503,-9.585456969543962,1.2724902064011872,2.8023892714190466,1.8804985458242423,2.055937037926138
gov,1,bible,0.3636991206055647,10.862654708986726,1.669482182201416,-1.8180821273447572,0.7543945657839969,0.7588134728340679
gov,1,gov,17.64945167882144,0.39830557201050404,1.7318528067824441,7.054484570801431,2.9293226832967547,2.9628553056050313
gov,10,flores,0.01613891648856019,-9.033500717249055,1.3126074930379754,2.7933596165059105,1.8164561211359047,1.832204908936032
gov,10,bible,6.2197025752485225e-06,-17.330383303198175,1.3824154426220576,2.0122299386395115,0.8557098554861382,1.0763186206604107
gov,10,gov,28.970993488437287,5.902847771238263,0.030883652183780457,4.153814330499949,1.7047509698001868,1.7210054954884373
gov,25,flores,0.034655077494937764,-8.24596719316551,1.312206309003546,2.7446839609638154,2.155977828946456,2.173423365130237
gov,25,bible,0.7771073996916534,10.909091977250002,1.6485901456979177,-2.7265913837222375,1.2258544147733637,1.235378990278631
gov,25,gov,31.90057032309812,6.08608486614729,0.02676834632555917,4.0417808538625914,2.1142590417686127,2.142032949995315
gov,50,flores,2.6333242458221853,7.140375568205206,-1.161899767774219,-2.503745701096401,0.0,5.5229178582109824e-15
gov,50,bible,0.19211077866913195,-0.09099542490441674,-1.4164496880294164,-4.722129569969165,3.1401849173675503e-16,2.8665835232995054e-16
gov,50,gov,33.3385808703573,7.977315239863643,-0.0018067080252467305,3.7578463033953757,2.143818061894062,2.271899041987656
bible,1,flores,0.73891812621114,10.843622154030433,1.6661483808874713,-0.9488651007684346,0.5456274283049501,0.5683202536205101
bible,1,bible,13.575502331054617,5.471825136577772,-0.06768053174633283,4.682794985491475,2.3210028179110247,2.343177998682289
bible,1,gov,1.8922870457582854e-05,-14.3925572241131,1.3396867202793818,2.4386631025211996,0.3172867767990911,0.3883788798828267
bible,10,flores,0.007971369258470782,-7.866871314952545,1.3256260228913468,2.3812473528115703,0.7796411151447452,0.8958611841568987
bible,10,bible,19.049055208239594,4.203978193475223,-0.2045781235135095,4.169905660952769,2.1891043831579604,2.1893772057346843
bible,10,gov,0.675802544335237,11.085079092964104,1.660319187247111,-1.6742259849143148,0.6729950123251482,0.7111270234734078
bible,25,flores,0.025312936387317422,-6.353619104426837,1.3349512012183753,2.3147980492134095,0.6998962935102484,0.7510644749053575
bible,25,bible,22.54615893384893,4.150561015346408,-0.1759725879370935,4.262764293946216,2.3331541431715763,2.333158085948509
bible,25,gov,0.00038113811967719355,-11.307067600443888,1.3530846906577525,2.5004278693928734,0.6456942970335207,0.7325842903769479
