c0,"c1,1","c1,2",c2,c3,c4,c5,c6,c7,c8,rmse,kfold rmse
-0.3947168091396687,0.21495529726768312,-0.0011482683441316759,-1.4933579579035345,-0.20321136340671894,-0.1975115071867853,-0.2000169432441116,-0.25068642189936857,-0.4679248303431768,-0.1862903600081559,6.751185890157953,6.609677492439133
