c0,c1,c2,c3,c4,c5,c6,rmse,kfold rmse
2.190023153456039,0.3938703845633388,0.008398438264292951,0.26036992713254475,0.5632532174776137,-6.725940999935951,0.3134440329657767,13.636315023745611,13.654919212065124
