language to,c0,"c1,1","c1,2","c1,3",rmse,kfold rmse
ka,16.62186691006239,161.35839683678594,-814.3027562700549,864.5736365318552,4.161202297348421,4.171034684484631
gu,11.073265665453327,244.55386550973347,-999.9999999999999,980.2973372079534,4.533966180354441,4.54297449421623
hi,17.25108238943589,205.53397564510357,-961.6867409090138,999.9999999961866,4.302089484661937,4.315005405807272
si,82.02708046112652,-474.6917339773154,999.9999999999999,-710.5101357593601,3.796044868638152,3.816827565374162
ta,49.45921291539887,-211.41575591335803,328.8015870923494,-169.87140786123422,4.6249000163493665,4.645039142358368
