train set,test set,c0,"c1,1","c1,2","c2,1","c2,2",rmse,kfold rmse
gov,flores,8.372543257776508,5.333493249237215e-05,4.267860042413455e-05,-7.446400030399222e-10,6.80600960265738e-06,5.784369661940501,5.7897855522522566
gov,bible,0.0,0.0,0.0,0.0,0.0,2.271685619876913,2.271685619876913
gov,gov,30.244217191650975,9.696637234445725e-06,-2.9765188685196213e-10,1.373948785199062e-07,9.248803887571501e-09,10.082339752997056,10.212913062275883
bible,flores,0.0,0.0,0.0,0.0,0.0,2.2374092160353682,2.2374092160353682
bible,bible,23.05647102497481,-4.944637659365591e-08,-2.643631934599527e-05,-4.457619614836334e-09,-0.0001844338650663377,7.512970371035073,7.257715053529372
bible,gov,0.0,0.0,0.0,0.0,0.0,1.3576941236277535,1.3576941236277535
