c0,c1,c2,c3,c4,c5,rmse,kfold rmse
1.5794125790378724,-3.7992370434897446e-09,-0.6223535705379138,-8.062365191294062e-06,1.3794293006539118e-06,-1.5552951720244663,13.801964847555364,13.788897998277067
