language to,c0,"c1,1","c1,2","c1,3",c2,rmse,kfold rmse
ka,-7.29146058496388,-6.292834933153276,0.8806757012394032,-0.02505134756663211,-15.368444375663751,4.41300183585341,4.499449212123329
gu,-5.006695266907326,-4.323165062001342,0.6094863504323278,-0.017323687786775024,-15.810568236831342,5.907970049848254,6.050975586049115
hi,-13.029095259946942,0.6437944650592758,-0.024206008487957176,0.00030866520841884486,-18.227012207630388,3.9770025587242563,5.593956960167715
si,1.0895790518238484,-1.881028769466482,0.0953137585653317,-0.001181593259837936,-18.42550410515419,7.0155784397099135,5.3245666946370545
ta,0.7468528117528727,-1.34393248541388,0.06898837277484929,-0.0008458167794974683,-13.743894867538526,6.038456590398778,4.238295801037458
