c0,c1,"c2,1","c2,2","c2,3","c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2","c7,1","c7,2","c8,1","c8,2",rmse,kfold rmse
26.0298569104585,0.19404118585919145,3.100988246417411,-303.8231494859614,345.723408390651,10.073800904406163,3.336352620666205,8.333703550474075,2.019549350921142,1.4078034029902424,-3.7305904773822562,6.120334382055245,-3.016682473050416,4.4075934318436,-15.036435886696646,0.7750348483618178,-2.6231430070887534,4.312654981095539,4.364478125207581
