c0,"c1,1","c1,2","c2,1","c2,2","c2,3",c3,c4,c5,c6,c7,c8,rmse,kfold rmse
43.5915165731418,0.3426220840049502,-0.003517438504033639,-83.91481881990335,3.1290303197494387,36.308023191501306,11.822414236525777,-14.745815997134057,2.9674068026629343,1.0068078131197935,-35.85804177884577,11.07860851903753,4.343498176378342,4.3890430092951025
