c0,c1,"c2,1","c2,2","c2,3","c3,1","c3,2","c3,3","c4,1","c4,2","c4,3","c5,1","c5,2","c5,3","c6,1","c6,2","c6,3","c7,1","c7,2","c7,3","c8,1","c8,2","c8,3",rmse,kfold rmse
35.83262843457516,0.051512262541483146,-92.52583879692838,9.157784260086746,48.8914247152399,3.5627563373839477,2.4644817503590453,1.643025303761506,3.247957219930339,2.031461011331131,1.2166504667155305,1.7529895626954868,0.6373498754789482,0.22764458243826574,2.1444804383997766,1.3290222587406388,1.220416098569583,0.03675827415855796,-4.290658973127247,-8.185286678710844,6.089854122664949,3.6812886788246932,1.8466747893295887,4.271024553183341,4.304737055372919
