train set,train set size,c0,c1,c2,c3,c4,c5,c6,rmse,kfold rmse
gov,1,4.436895366861542,5.122427940872746,2.930900791173344,-0.13617327047086028,-2.5448867474004584,-2.0157540683229036,-9.199931952850498e-09,8.099797272324654,8.315300593720298
gov,10,5.163055560215099,3.925313184343989,3.363425197879487,-1.7160715766815087,-1.5805444578512655,-0.00925119133738238,-2.1833514481387177,13.96486156913838,14.513285889856519
gov,25,5.177719602205813,3.9352364662375083,4.012109388532974,-1.853636376541071,-1.5653026684730287,-1.1044685480723921e-06,-2.5797136013173367,15.32911532204305,15.940003635658522
gov,50,2.259043503629274,2.0202405247135598e-08,0.8817060663639432,-1.6561490169637783,0.8297435456415843,1.5737156755780821,1.0272210213127881,17.182182510155055,17.861574916496952
bible,1,3.551556829497167,2.102586222028654,0.9814872452922772,-0.3600907672058357,-5.489015848318519e-10,-1.0327413712004716,0.09841734062523726,7.775443742441169,7.887070616998463
bible,10,3.4462995898415816,2.117951157141291,1.6878070563528473,-0.838790488110195,-0.016332811342843256,-0.5479645396570907,-5.004746538099688e-10,12.340654606957527,12.58296860747336
bible,25,4.268539585449363,1.8049833430458386,1.413882607693932,-0.6405298089520377,2.219415374360981e-06,-0.5439198758619095,0.3403361766965608,14.159638122569925,14.457585733702615
