,mean,std,min,25%,50%,75%,max
linear,11.125510911422504,0.03423725425494764,5.572541245920951,8.523482580548706,11.478366530358665,13.8669826497458,16.35099771897876
poly2,11.097150520492482,0.03935104159817531,5.572541245920992,8.485879054341478,11.417186196711324,13.856529015540701,16.350997719669838
poly3,11.095135634056799,0.03972247431702347,5.572541245920985,8.478988854047284,11.414751043787565,13.85652901618544,16.35099771887444
exp,11.126259305693711,0.03285969199953054,5.57254124568883,8.523109450977103,11.47586994174018,13.86600668828899,16.350997722812107
log,11.126276250929331,0.033764486114568774,5.572541245920984,8.523482580811754,11.483329462841972,13.867524219392557,16.350997719722475
power,11.140818321375717,0.03804692895117984,5.573193351197884,8.568085844130595,11.467186679438926,13.869416949328869,16.350997719657247
mult,11.124099487458606,0.03422135519405223,5.572541245752047,8.520641778298016,11.480739964689644,13.86668746034303,16.350997719657247
hybrid_mult,11.148185327889204,0.0674563362105814,5.577494911479253,8.559762040728785,11.442231099480525,13.932440813246188,16.35099771923449
am,11.190539454212528,0.05136005475324341,5.616917885568024,8.616387475437012,11.517437780036492,13.920042317047141,16.35099771897876
gm,11.192680597428255,0.049861302242619754,5.609214426808614,8.616019572885417,11.52026763865716,13.923624831706364,16.35099771897876
hm,11.194490091991215,0.04605107148468158,5.6359951348914255,8.623414111142434,11.52094422942639,13.921591934070708,16.35099771897876
