test set,language to,c0,c1,rmse,kfold rmse
flores,ka,2.2602141899010806,0.2658158162580756,4.730889771200792,5.0814793856467055
flores,gu,5.6887815983266625,0.2801017264270921,6.204060416072167,6.679424421638799
flores,hi,4.265617491690162,0.2790219234906479,5.273878203312628,5.387507065167358
flores,si,2.57299085103351,0.18843499382189807,3.385475281182945,3.4534004879203954
flores,ta,1.7558682033656305,0.1812206634121863,2.508568816084232,2.5643128086149103
bible,ka,7.279931138742624,0.33639471423303513,10.701942890552937,11.5128212448029
bible,gu,10.007822211992725,0.28962595222372817,10.059365876472324,10.812665518013384
bible,hi,14.477442533994779,-0.09378745644002545,12.200925609833046,12.761028280705853
bible,si,16.586431858748227,-0.1475821581112883,15.62243630476948,16.29437460729348
bible,ta,12.935282071754006,-0.09792623259929856,12.42213712828505,12.978071648302992
gov,ka,7.864967995366539,0.4431972139423231,13.579464412910344,14.571737121212374
gov,gu,12.87891748811665,0.3323125624738209,15.058659677824332,16.174726607475776
gov,hi,9.978749495407286,0.4840062484959936,13.369330482144646,13.695910796303826
gov,si,10.769389031596548,0.709952975923197,17.733246748451172,18.147761650304044
gov,ta,9.47774828155395,0.565211451965977,14.763974998167427,15.12913721524634
