train set,test set,c0,c1,rmse,kfold rmse
gov,flores,7.431897925771238,-15.193353281376968,4.7787878756121485,4.819506771556135
gov,bible,0.8010669987420013,-7.119045605571753e-09,1.3192611544605581,1.3246380026084499
gov,gov,29.181575500823506,-15.485731005053902,9.532809801991451,9.629849230431393
bible,flores,0.9561549910108603,-9.636013541838607e-09,0.9908785585427984,0.9961291692079387
bible,bible,22.30336860331664,-14.345470197903234,6.861624081665394,6.950934284851449
bible,gov,0.08996621312248591,-6.1406450961679936e-09,0.7390782860226485,0.7420540326337733
