train set 1 size,train set 2 size,language to,c0,c1,c2,rmse,kfold rmse
25,1,ka,1.8630003225072902,32.721350367255816,-1.0676703002227383,3.816518620618213,3.9412350108622443
25,1,gu,3.946326047894752,3.960692193907266,-0.7749824393566075,5.3821972171948635,5.4974953303615335
25,1,hi,2.6158983551917716,3.3400009113971483,-0.9929898757611592,3.9295264514568196,4.014620511170378
25,1,si,0.6426284455634244,33.379943346671226,-2.036519861662077,1.609982432616507,1.6142703381507895
25,1,ta,1.7780383286680472,5.154403529400816,-1.1614650202298482,4.112727444120681,4.244287822363467
25,10,ka,3.4292827321435206,37.79093202769582,-0.9321892141818515,5.759868175481723,5.901853020552046
25,10,gu,6.950562288756019,29.32467964303185,-0.6417086037857617,7.268117743202775,7.691403853838391
25,10,hi,4.5812799238392365,4.359409584074889,-0.8478863175095568,5.6663694906647315,5.780059900332716
25,10,si,1.0930555271389921,-0.6020293115902613,-1.6095500394185698,2.8495875196300764,2.8579755924549777
25,10,ta,1.0657100098133119,-0.5845950159139361,-1.4394914332449469,3.6342829482762435,3.7709100555336694
25,25,ka,3.9069715070212903,36.45120579685192,-0.9141121981237869,6.429663752442706,6.582347975744845
25,25,gu,7.715407042337612,29.446597955937943,-0.6336089682793302,7.767695408103429,8.212788598566963
25,25,hi,5.050555252313132,4.28471889553163,-0.8362963058463156,5.961557581121189,6.066510297062039
25,25,si,1.4896318287295034,-0.44591280661684934,-1.4787202778380824,3.700839433054136,3.7257444907678092
25,25,ta,1.2301729737209541,-0.6166387022207663,-1.3925178569194614,3.6329891095955027,3.7582024084757655
25,50,hi,3.3819230450592013,-0.16023909661596558,-1.1733381247425665,3.6383940124219545,3.6703285840063744
25,50,si,2.188600249563065,-0.6215850313668337,-1.2985617571579429,2.460010182371375,2.4618133767273873
25,50,ta,2.313943557740512,-0.4075988993968934,-1.190142958353762,1.9963844904046832,1.9967799346575148
100,1,ka,2.1067140664328736,33.923314345865755,-1.031407501384627,4.51711422991322,4.791004701348557
100,1,gu,3.948111817866539,33.70440234445919,-0.7917503711679618,5.933801253773309,6.227547743273276
100,1,hi,2.988839414702256,26.481778310275583,-0.9632653922805777,4.8730365174932695,4.935381487628691
100,1,si,0.22410925448876975,-2.1338940244470255,-2.6307237239892047,2.2258164410656236,2.772432564017636
100,1,ta,2.0658858424232447,24.681021085415125,-1.1207872498077422,4.666804868655691,4.705573519809755
100,10,ka,3.2855116524757624,35.851951010222884,-0.9536051836108244,6.178972057043544,6.64377295669636
100,10,gu,2.3558354909732198,-1.1109044916101964,-1.0354550944157666,8.210191934378345,8.344609344833623
100,10,hi,4.4240167386395,29.870286030723314,-0.873441048282535,6.2219334997868065,6.710458333756638
100,10,si,2.0148842650014718,27.67707647499625,-1.3584349447156188,3.055758964916836,3.107908031674025
100,10,ta,0.3398597998551697,-2.5319051449818546,-1.9224733410627806,3.7799660696143484,3.8868312075187967
100,25,ka,3.807602664559182,32.98764726264173,-0.9292971476013668,6.820955305389375,7.378812861980233
100,25,gu,2.7449178568833124,-0.9852576312526399,-0.9982644312992786,8.71409239431402,8.85778935809314
100,25,hi,4.795839724812007,26.266205313604047,-0.8690251630242745,6.540406993345017,6.661950394285866
100,25,si,2.391323800836481,4.870641628669468,-1.2958468401093908,3.4737580619029265,3.5372781978035555
100,25,ta,0.321631097730734,-2.738652764113695,-1.941835824844891,3.8218944341311025,3.9386257075698885
100,50,hi,0.0970709141898737,-5.094847500311575,-2.857516432813451,4.134245551462635e-15,323.68719395204937
100,50,si,0.2065018951497051,-4.294745843486122,-2.0723351349437094,2.937821588729573e-14,2439.6846111334935
100,50,ta,0.21551092481880488,-3.79519423686655,-2.112023151117257,8.777551770088599e-15,1009.9994465829514
1,1,ka,0.8732541363631645,2.044872736475833,-1.289612776648188,1.9486860400872952,2.402849129491462
1,1,gu,4.1705601836262955,1.8054537450678292,-0.6728599324202686,4.271441002857447,5.291554630714928
1,1,hi,2.916922082568422,2.2081492805564533,-0.8978993220423797,3.4047263637603105,4.396877380379759
1,1,si,0.353037030405169,-0.9301906106474693,-2.307027034483862,1.0458755960712969,1.1594433892100047
1,1,ta,1.9990067571849155,3.3676028300617324,-1.055753620841121,3.515137100853117,4.750806126067705
1,10,ka,2.694190263692342,1.6407770260184962,-0.9894750990050747,5.278121373815555,6.147825907996495
1,10,gu,7.4263417264287215,1.6752327553120687,-0.5530169655469017,5.906347865240324,6.672608370597151
1,10,hi,4.89640814953072,2.0241518132267085,-0.7944093422401358,4.89064782644669,5.515040848410841
1,10,si,1.1832186230542958,-0.7956709326535886,-1.5626433435933686,2.0045113539865205,2.2593230303844085
1,10,ta,1.136225827923744,-0.7238752169588167,-1.3957027807260876,3.3106868873367983,4.267630476653744
1,25,ka,3.3700328207462786,1.5639750951979623,-0.9436650305284487,6.323426707438906,7.269999403213294
1,25,gu,7.984459651085686,1.5917295770916167,-0.5698577339903003,6.446563712471916,7.236902082989369
1,25,hi,5.413842245205175,1.9106348848004011,-0.7791519009595912,5.082971579619313,5.684379913656229
1,25,si,1.7142505228408162,-0.5011018883133703,-1.4105438685252636,2.857668394626087,4.268752496663514
1,25,ta,1.3863622811303415,-0.652570170895692,-1.3328385291540605,3.1976519661379257,4.051086159859629
1,50,hi,5.371923507216042,0.9990171766814568,-0.9421932536746703,1.040302459023379,16.649161757395895
1,50,si,3.0073022309367103,-0.20109215523722523,-1.1611058026176948,4.2285750773764915e-15,17.376110741003643
1,50,ta,2.761288068237831,-0.13366842032007303,-1.1071687666675334,4.2285750773764915e-15,14.516076617435129
10,1,ka,1.758276263103393,1.4924934526039784,-1.084582420014637,3.376266819071485,3.9817382938986206
10,1,gu,4.0498239875179145,1.511168229557827,-0.715103186163987,4.4398648996406225,5.057637564532069
10,1,hi,2.642698183848556,1.5796951827997787,-0.9554573638583305,3.2495925737336973,3.736792083180885
10,1,si,0.5908814600057951,2.258967636840981,-2.0541270438075254,1.0414217927708127,1.2201777771408693
10,1,ta,1.742252925078239,2.1279203639056927,-1.1369331601478385,3.8366887620865464,4.916663631985685
10,10,ka,3.3235271145185212,1.4326092774599641,-0.9178125518179199,5.151574331903329,5.931054119959479
10,10,gu,7.660083937505667,1.5916667944904903,-0.5448748906949222,5.991770904687351,6.7629927742641085
10,10,hi,5.124981384759852,1.8625034639323819,-0.7716460781010531,4.979830962667711,5.554619197202474
10,10,si,1.2150880008603424,-0.6205177460991205,-1.5556299144317498,2.300864059834224,2.4492572344725785
10,10,ta,1.2533221113575537,-0.5363295862695413,-1.3603923514366,3.5569649764639033,4.5611163852533565
10,25,ka,3.8507889280258363,1.4265544861871307,-0.89401199170069,5.932606901242001,6.793797963438937
10,25,gu,8.304254790268875,1.525623198189356,-0.5465428373622466,6.43552978230258,7.233924952100669
10,25,hi,5.518302076660398,1.7815292322258187,-0.7738277269464994,5.200343965042865,5.761780582802076
10,25,si,1.7425308178363847,-0.45874159252311897,-1.404605885351399,3.189992762208441,4.198513904797116
10,25,ta,1.4913583186894035,-0.5159244332919544,-1.3083588313700694,3.281515527984026,4.1203468597394455
10,50,hi,5.776473754210249,0.6508109227706227,-0.8879263659611255,4.699798436761765e-15,2.9808400089174887
10,50,si,2.818270028515611,-0.3905684517620478,-1.1880079814217022,4.351167857633658e-15,12.185273785368132
10,50,ta,2.819037573220442,-0.2179989569128434,-1.1016153155738633,2.2932668186396043e-15,15.454245204902572
50,1,hi,0.7035478291021415,-0.08425981376663749,-1.529044550014447,2.5639502485114184e-16,0.06881946094071974
50,1,si,0.24846206927872863,13.98689539162794,-2.5430940536572897,0.24168623824187452,0.30430308252153415
50,1,ta,0.2651456183525397,-0.48221872161156565,-1.9451495217301082,2.0710941968291187e-15,0.30045074535992333
50,10,hi,0.7060001781000925,-0.6984962755252528,-1.5632995040412632,2.1142875386882457e-15,0.7917235495426443
50,10,si,0.24654555936299166,-1.2752816596132845,-2.357702753732294,4.110324932834792e-15,2.5229620238507837
50,10,ta,0.34661076756069964,-1.1360509524177458,-1.8582389729406545,0.0,2.4325232176992517
50,25,hi,0.6484113169326634,-0.8853687823958473,-1.6238680631103168,5.127900497022837e-16,1.269086435479672
50,25,si,0.26883307529436123,-1.2387130953106669,-2.3592736773258345,4.236341062022511e-15,2.506452755687473
50,25,ta,0.4423619019065998,-1.0942079928536113,-1.7725973108333992,4.134245551462635e-15,2.7813724832302653
