train set,test set,c0,c1,c2,c3,rmse,kfold rmse
gov,flores,4.412476309107591,0.005147157827019375,3.72010877545775,-4.543568428485032e-10,6.066920027791361,6.000989037907487
gov,bible,0.0,0.0,0.0,0.0,2.271685619876913,2.271685619876913
gov,gov,16.90145102024718,-2.1915480856539905e-09,14.160685267725805,0.0011602746939342232,10.262130755777727,10.08990819982006
bible,flores,0.0,0.0,0.0,0.0,2.2374092160353682,2.2374092160353682
bible,bible,22.32196604377317,-2.3601758960019407e-09,0.012419233767390687,-0.00025773023352703805,7.775861888878347,7.839084009445509
bible,gov,0.0,0.0,0.0,0.0,1.3576941236277535,1.3576941236277535
