c0,"c1,1","c1,2","c2,1","c2,2","c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2","c7,1","c7,2","c8,1","c8,2",rmse,kfold rmse
30.052871615454585,16.5558110782135,-7.966846970560748,-106.39670832420153,57.65240709977421,11.992257935843767,4.175282810918021,10.63674980586097,3.2615675699695146,2.0659831680969583,-3.8638751960321613,6.547048336937764,-3.8058903734532707,5.140926191522992,-17.280987929606237,5.099025497581603,-0.03884384851517351,4.33451379127046,4.384032060545079
