c0,"c1,1","c1,2","c1,3",c2,"c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2","c7,1","c7,2","c8,1","c8,2",rmse,kfold rmse
13.738460468750654,26.446744512455176,-50.2309519968416,32.57071171644212,-1.495540368139219,4.621067277384034,0.9627364024649154,2.151604050179514,-1.1726086179447415,-1.8384254474784523,-4.535847847639742,3.905199821224358,-1.0554522180028898,-1.2875596569838863,-14.8110553277313,-8.807384976927244,-7.810843497303696,6.48206509326334,6.597345369157379
