c0,c1,"c2,1","c2,2","c3,1","c3,2","c3,3","c4,1","c4,2","c4,3","c5,1","c5,2","c5,3","c6,1","c6,2","c6,3","c7,1","c7,2","c7,3","c8,1","c8,2","c8,3",rmse,kfold rmse
44.88238947688513,0.049718957861914846,-105.00009686254758,55.70137680047577,3.2968830633630835,2.5894116735363117,1.8435842838145315,3.1357603857561385,2.252443884361274,1.4553654080947769,1.8850434472319262,1.0364062280913642,0.5706966738075802,1.6404777951641238,1.3862847562059517,1.5952768801510693,-0.7657028656969916,-4.578362413922424,-8.019075061774725,7.398774922977296,4.769874523874264,2.449995662153934,4.3002834609543115,4.3337054769262835
