train set 1,train set 1 size,train set 2,test set,language to,c0,"c1,1","c1,2","c1,3",rmse,kfold rmse
cc_align,25,gov,flores,ka,2.8849827395249896,2.735527099837196,-0.2259661913845451,0.005456365400313636,7.725053754979471e-09,986.0986488326106
cc_align,25,gov,flores,gu,5.73371300710827,5.176974591011642,-0.5243156989889363,0.01362811098148461,5.839404998756119e-09,1964.3038323100297
cc_align,25,gov,flores,hi,8.124943310657597,1.221342403628118,-0.04683038548752836,0.0005446712018140592,1.7763568394002505e-15,298.9306996139196
cc_align,25,gov,flores,si,5.495578231292517,0.8350408163265302,-0.030970068027210855,0.0003510204081632649,2.0350724194510405e-15,200.75356222961886
cc_align,25,gov,flores,ta,3.6075585789871507,0.8231239606953891,-0.03104860166288737,0.00036606198034769456,1.2560739669470201e-15,116.88610305540215
cc_align,25,gov,bible,ka,0.473430659825422,0.1254742334275242,0.001248089026753181,-0.00015298189678296593,2.2111383371843757e-10,3.401633852610782
cc_align,25,gov,bible,gu,1.9228589805938228,0.750200027730531,-0.07503793731454474,0.001978934473455322,3.1662925265554724e-09,512.5193096950396
cc_align,25,gov,bible,hi,1.0168745275888131,0.39880007558579,-0.015855253212396076,0.00018065003779289503,2.152802317486082e-15,98.08764073347461
cc_align,25,gov,bible,si,0.5315570672713529,0.1749508692365835,-0.0065854119425548,7.747543461829177e-05,2.5438405243138006e-16,72.57632457460174
cc_align,25,gov,bible,ta,0.502891156462585,0.3080374149659864,-0.011050340136054423,0.00012176870748299321,6.304854800243424e-16,143.82169278203446
cc_align,25,gov,gov,ka,9.819161328445306,8.644156070085451,-0.8865074331982907,0.023190021290773456,7.724369147707862e-09,3328.0923282956237
cc_align,25,gov,gov,gu,13.567976091417796,12.055618444979508,-1.3603003426771376,0.03670587372527235,3.894612510698316e-08,4667.185173856211
cc_align,25,gov,gov,hi,19.723696145124716,1.9488752834467127,-0.07339886621315199,0.0008274376417233568,1.2809491335957507e-14,755.2625773059389
cc_align,25,gov,gov,si,23.27704081632653,2.8271734693877555,-0.10540612244897961,0.0011918367346938777,3.552713678800501e-15,859.1611786051043
cc_align,25,gov,gov,ta,20.328665910808766,2.1495801209372636,-0.07913507180650038,0.0008890400604686322,5.0242958677880805e-15,769.2105327228177
cc_align,25,bible,flores,ka,-0.7794996849317545,1.8939629706097514,-0.2204479541328287,0.005984665392172962,1.7685220755194416e-09,154.17261444895456
cc_align,25,bible,flores,gu,1.9099035703823142,0.8698210281975366,-0.08179610630894464,0.0020714967787364854,6.323246951176396e-09,70.50181148675969
cc_align,25,bible,flores,hi,1.9440080034116285,0.3885345691612107,-0.03334803119964977,0.0008054494251090597,5.313491343430488e-09,536.77469968248
cc_align,25,bible,flores,si,2.2320244593641374,-1.1904338055745334,0.16304115121329277,-0.0046318015250115165,2.0082932419479386e-09,225.17831397116532
cc_align,25,bible,flores,ta,2.0073412830658026,-0.7074801719340225,0.10307936672110983,-0.0029404762358660546,9.337451267577717e-10,79.05615217820528
