train set 1 size,train set 2,train set 2 size,language to,c0,c1,rmse,loo rmse
25,gov,1,ka,4.649727795140761,1.3257853312912515,6.990296272204349,7.341535022749055
25,gov,1,gu,7.938393953318316,1.1230140957951906,8.036916261204206,8.475843656691358
25,gov,1,hi,3.339414299984944,2.8106572415487103,6.991224609377622,7.442219079548037
25,gov,1,si,5.547955070385108,1.5115613579270764,10.115307513059385,10.738142997052949
25,gov,1,ta,0.47043843694708626,6.483491176649954,7.88679363803113,9.007526057920707
25,gov,10,ka,9.628743772121494,1.0967829735341215,11.030877869649014,11.477579085114794
25,gov,10,gu,14.603385347514564,0.7690605192709435,10.972518847387903,11.523321196706688
25,gov,10,hi,8.594627869977423,1.8776125320931787,9.998085035444978,10.680582580366295
25,gov,10,si,13.54350472575678,0.8548613324396133,16.104243348655697,17.25093877372147
25,gov,10,ta,1.9999347495469788,4.641691104137883,11.91842052549951,13.486166754694052
25,gov,25,ka,10.437369688367522,1.1718921912362736,12.256927612304972,12.747403448541027
25,gov,25,gu,15.725653239547302,0.8165960425656495,11.911642152463399,12.493674367459967
25,gov,25,hi,9.352946054591309,1.8883555404498464,10.691889529992457,11.375988374574428
25,gov,25,si,15.837028240561057,0.7737764518077623,17.793714074188554,19.092492107857446
25,gov,25,ta,2.719461265156553,4.274143506653268,13.000737572960622,14.696620499651942
25,gov,50,hi,9.936558621856253,1.8905176277560116,11.07195225618185,11.714982475279069
25,gov,50,si,16.595601284170524,0.8134089721563499,18.855514411313152,20.194086591787052
25,gov,50,ta,3.815861578086407,3.7520796402246765,13.597353628243301,15.244227709776922
25,bible,1,ka,0.04752405755014623,9.872201093683293,4.453527000170414,4.453844247911305
25,bible,1,gu,0.05027147096183048,10.825604653025215,2.6471854358615565,2.6522486062765878
25,bible,1,hi,0.0835410082500208,10.643836049787899,4.344926003100262,4.34598232080853
25,bible,1,si,0.027048515646757476,11.699146142920593,3.244657807309774,3.2446901129499035
25,bible,1,ta,0.21127975592244358,7.693235074571377,4.8914503273654875,4.891678913488323
25,bible,10,ka,0.06014353948117154,10.323391915712211,6.6706222335866965,6.671084745019435
25,bible,10,gu,0.1501295628658502,9.481133688651253,4.564367009094507,4.5956609043640455
25,bible,10,hi,0.11777396206751177,10.727318514868275,6.45976283939005,6.461496560954744
25,bible,10,si,0.04722540954917394,11.458992801294317,5.10042365096861,5.100937002825644
25,bible,10,ta,0.3707958156744717,7.482550036445099,7.66360145553042,7.667221390696125
25,bible,25,ka,0.06344463462843136,10.508797519753607,7.644481217115326,7.644782475627535
25,bible,25,gu,0.15812980275384075,9.645326951788983,5.150708099620567,5.1828388018911955
25,bible,25,hi,0.11926128609531866,10.978701662845422,7.380179335030351,7.382119913579992
25,bible,25,si,0.053431606508933895,11.40788791253189,5.810731855527234,5.811208380842972
25,bible,25,ta,0.4386538595829749,7.4408119369766395,8.748174229335829,8.75263481187913
