test set,language to,c0,c1,rmse,kfold rmse
flores,ka,1.170053027299487,0.6292989717532513,4.639622564914249,4.957325562725168
flores,gu,4.619074585614867,0.6422872416064525,6.141565893879371,6.571840552778099
flores,hi,2.7970702234808407,0.6843936235026886,5.315744755699839,5.456106445283395
flores,si,1.1022499026343484,0.59087507735633,3.4100860535481203,3.497553818883238
flores,ta,0.30501475239264714,0.5805623035510035,2.582226155661603,2.665174207343139
bible,ka,6.275887338769896,0.6901897985308223,10.655059159498164,11.36813372133033
bible,gu,8.951123658695312,0.650728923697093,10.02381156121377,10.702789163120421
bible,hi,11.466045813720674,0.14038843229370543,12.286555628182091,12.666365419270146
bible,si,12.837116813823648,0.0737546959626578,15.801406577474914,16.25090838498778
bible,ta,9.88915252667164,0.12897199405485263,12.515910555596893,12.894457179290852
gov,ka,7.033666605687214,0.7629332221523709,13.516894993976651,14.39935751135832
gov,gu,11.869465304361237,0.6869836733349666,15.025543391764945,15.984527245947433
gov,hi,8.688922012858013,0.8205787411989458,13.425782979064431,14.082645408339792
gov,si,9.894498141995884,0.9163487029215854,17.76334954643042,18.20387329816634
gov,ta,0.3772129959847682,0.926126533288079,15.97734850437119,15.445457288247896
