language to,c0,c1,rmse,kfold rmse
ka,-3.601969561653929,36.35956231319071,9.733491271382706,9.748501869723368
gu,1.6720726353709723,33.10594471089718,9.733743917271264,9.751068610679486
hi,-1.475256158255514,42.97358683913771,10.103388175997184,10.126222633402387
si,-1.677812767647003,43.63901272147564,14.366543505302927,14.385185761676064
ta,-1.2546508781437593,37.68100645157616,11.337075825756166,11.350541528879042
