language to,c0,"c1,1","c1,2",c2,rmse,kfold rmse
ka,25.599514832711584,0.8888784284948616,-0.022169431044495688,-58.89640353882781,4.002623703462989,4.070775587835839
gu,31.715133333599198,0.634007046072061,-0.014565262155839307,-62.46101438667045,4.567988211721348,4.677650924843649
hi,34.21593812421251,0.31714870909479903,-0.002985144648152445,-69.62528049867605,3.1760437351400155,3.2620655427404044
si,42.0757246501516,0.2902370382548028,-0.0024632541404001427,-81.98080205671516,4.79428896858375,4.938896977648675
ta,32.42087714628331,0.28073205268095275,-0.0023253635796593036,-64.24879415699367,4.17669642093179,4.316418364782185
