language to,c0,c1,"c2,1","c2,2","c2,3",rmse,kfold rmse
ka,8.639795975721102,0.21019833876773136,189.00547881442668,-922.2681227351903,989.5011030896034,3.629522680948152,3.9287776561635193
gu,26.216362609665865,0.0664125865095353,-14.044273584861168,-56.89500374058237,-31.534841116098796,4.314486720067551,3.2525697282539467
hi,33.384444186115076,0.05459103920539941,-64.85930267684925,-14.234231077068277,12.782717537136053,3.1322990154326043,2.9217702988833163
si,78.7850246268189,0.01584577029364643,-480.3806325548261,1045.9657157913105,-787.7594280610615,2.4555156596334977,2.91813383145855
ta,37.74189414747937,0.04555951695964441,-111.45783900536944,29.595414739357484,71.17359782350961,3.4158260902156,3.4873663566801056
