train set,train set size,test set,c0,"c1,1","c1,2",rmse,kfold rmse
gov,1,flores,0.0,0.0,0.0,5.107641334314694,5.107641334314694
gov,1,bible,0.0,0.0,0.0,1.1410521460476728,1.1410521460476728
gov,1,gov,16.22604063258817,-1.0644095688721973e-09,-0.1495073174140605,4.757182057222631,4.582220846965775
gov,10,flores,9.338345009105826,-3.596582129334762e-09,1.8802446969137513e-06,4.253548703933081,3.6898248706677004
gov,10,bible,0.0,0.0,0.0,2.3958297101421877,2.3958297101421877
gov,10,gov,32.485363339340466,1.4703052894472156e-09,-0.7037772371877512,4.446324088141885,4.377361621122259
gov,25,flores,11.779509991983819,-4.703531530743535e-09,-2.6217423048371846e-07,4.626235017618412,4.060604723978308
gov,25,bible,0.0,0.0,0.0,2.874369496080836,2.874369496080836
gov,25,gov,35.977204635749544,-3.312537609514476e-09,-1.5362237531370249,5.280634815971237,5.026662983991584
gov,50,flores,11.806156291081859,-7.808662319713097e-10,-0.014649809339745315,4.174731375590463,3.57620955118264
gov,50,bible,0.0,0.0,0.0,2.335950912726264,2.335950912726264
gov,50,gov,39.83264568769754,5.550092768583102e-08,-3.5297130131730667e-07,5.89369672571299,5.6581246113791535
bible,1,flores,0.0,0.0,0.0,1.2473972903610142,1.2473972903610142
bible,1,bible,14.517160929252784,8.84586697601152e-07,-5.424618709668617e-09,3.952442499269692,3.839648914357172
bible,1,gov,0.0,0.0,0.0,0.74565407529229,0.74565407529229
bible,10,flores,0.0,0.0,0.0,2.4240462041801103,2.4240462041801103
bible,10,bible,25.14034183198115,-1.0177088153618016e-09,-2.2497415144634908e-06,4.364709929350628,4.4439413769605585
bible,10,gov,0.0,0.0,0.0,1.4676511847165867,1.4676511847165867
bible,25,flores,0.0,0.0,0.0,2.7542694131112158,2.7542694131112158
bible,25,bible,29.24668448363702,-1.315858945725384e-09,-3.363146666947914e-05,4.504573524665286,4.098247879266834
bible,25,gov,0.0,0.0,0.0,1.6792855623746665,1.6792855623746665
