c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3",rmse,kfold rmse
24.73912489759902,40.76826609567303,-74.66077322332238,44.5728124711576,50.26649676151052,-459.2943806068251,495.9045606160064,4.396540166177629,4.450872932520613
