c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3","c3,1","c3,2","c3,3","c4,1","c4,2","c4,3",rmse,kfold rmse
3.2927331932442128,0.00010177287784512782,-6.530896009163927e-08,1.1393782504870609e-07,3.748756683482065e-08,1.1873712803377443e-07,-2.237452271144058e-09,0.8899135099890016,1.5916796278447322e-07,4.5538057130776456e-08,2.6775403071122845,2.124117000904276,1.625602952307852,14.078809148322494,13.972392251920882
