train set,c0,c1,c2,rmse,kfold rmse
gov,10.50368547720127,3.142080886251235,-6.138142154275613e-10,14.757881704999923,14.803010136719115
bible,7.041569967200348,8.689383326970834e-07,-1.1658273786877882e-09,12.275110098790558,12.236402822276185
