train set,c0,c1,c2,rmse,kfold rmse
gov,-3.909036471190831e-09,-0.8073287548162006,-2.0550566138585733,14.64005861118427,14.64826080672086
bible,-6.123636285826774e-09,-0.9395267004645078,-1.5008630079693448,12.117814524280865,12.106745240233822
