c0,c1,"c2,1","c2,2","c2,3","c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2","c7,1","c7,2","c8,1","c8,2",rmse,kfold rmse
26.057387328630007,9.702546048100414,3.078173239006573,-303.760475929415,345.67337491747213,10.082258702508904,3.2856918631430885,8.346037989903271,1.9956348071368237,1.4414308420114434,-3.7498475935381537,6.048776676798624,-2.95068431495917,4.404334865191245,-15.037266627125,0.7538411687075018,-2.596499145784934,4.3126549738651905,4.359978401727845
