language to,c0,"c1,1","c1,2","c1,3",c2,rmse,kfold rmse
ka,15.027970996707333,12.933968593388311,-1.5435754219012383,0.04226054682888365,-58.89067898624363,4.0026242364503055,4.070748172642428
gu,18.382432432158843,15.826266040298208,-1.93352818034824,0.053303982108948,-62.45195707582283,4.567988752553979,4.677615240571817
hi,33.30686723533671,0.696572066450043,-0.02531626011994792,0.00030357483785966184,-69.51044905636492,3.100827947097504,4.766377426086594
si,41.47233290859286,0.564662458899413,-0.01906403938310455,0.0002279276354722639,-81.78075422912197,4.761548131827991,6.624801623768218
ta,32.0074089351972,0.5211547927803445,-0.017611232462053806,0.00021350652312087325,-63.94347290957317,4.138154183880335,4.956948578757493
