c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3",rmse,kfold rmse
10.555327571327544,1.2293429464647493e-09,-0.0039753044172323015,0.08313423430443458,-0.0500795935730433,-0.020049544387243025,0.028961233440510336,13.858945031399731,13.938834298508654
