c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3","c3,1","c3,2","c3,3",rmse,kfold rmse
3.198185468467963,0.5328047225860361,7.2880462486548145e-06,-7.023183402502189e-06,2.723617666446228,2.2964718160865703,1.9119462291977143,1.1728269614174767e-05,-5.032294229519747e-06,-2.9920065910432383e-05,14.080395214115056,14.03117336427221
