c0,c1,c2,c3,c4,c5,c6,c7,c8,rmse,kfold rmse
8.553616757492582,2.676140021322295,-3.6600828670342125,8.33907342642219,-2.562454951607021,-0.36182671282405754,-1.4331167953864599,-24.041596607278912,2.1629097113301037,12.873058581770255,12.887655965425996
