train set,train set size,c0,"c1,1","c1,2","c1,3",rmse,kfold rmse
gov,1,8.137244850063755,-0.002381275452659291,-9.790761598559091e-09,-0.11775066242520474,8.300326496656965,8.327415385112118
gov,10,16.160950583994314,-0.003123480574298697,-1.4225256491727832e-08,-0.0002402778770044939,14.041786314237951,14.087763787967585
gov,25,18.423412122612667,-5.803621716434023e-09,-0.07095336791034386,-0.026855648594685234,15.427458899025366,15.474923740000872
gov,50,19.517325488957752,0.004197891782334213,-2.6601562137850283e-09,-0.000731630994172728,17.231948639423976,17.366284947556508
bible,1,6.209230521920918,1.7808391862526783e-07,-1.0317821190672052e-07,1.8923923928835951e-06,7.822934926532259,7.850153074720398
bible,10,10.355850415388831,1.3390829358465735e-08,0.00018650616921539974,-0.002459262923329275,12.381621438526881,12.422296086067684
bible,25,11.903303557493693,1.6339069208798942e-07,6.66331463450424e-09,2.5515844982379626e-06,14.194353050048116,14.240190943486018
