,best min inits,best min rmse,best mean inits,best mean rmse,best max inits,best max rmse
simple,[-0.5],0.20936728835554763,[-0.5],1.8630263280735986,[1.0],5.225578118360073
kfold,[1.0],0.2133279629499209,[-0.5],1.8706428245069122,[-0.5],5.225578118014358
