model,mean,min,25%,50%,75%,max
linear,13.000250366242062,10.925769862802644,11.593352139955789,12.250685204239684,13.559840843574063,16.671603780638126
poly2,13.073077937885358,10.928446237876154,11.593037249291552,12.31976379234192,13.692853229666062,16.831289180251098
poly3,13.079144377995462,10.922441526953572,11.58789887729206,12.338740783932971,13.711276616022928,16.835364085775783
exp,13.108288229867265,10.981916109926546,11.61247054918994,12.360839716395182,13.720354023318873,16.86586075050578
log,12.858153953492288,10.775828689186277,11.506803725816908,12.12610313904518,13.416552735952484,16.4654814774606
power,12.886587087466333,10.803327810249622,11.511539647607185,12.132086163216371,13.45889557624322,16.52708624001527
hmult,13.319755801334438,11.369688278596447,11.853557897377735,12.616453825807,13.816981648201828,16.942097356689178
scaling,12.885421049072539,10.798831385164313,11.511127751983684,12.132544904393734,13.458469654333134,16.526131549487836
