model,pareto,rawlsian,ka,gu,hi,si,ta
linear,False,False,10.925769862802644,11.593352139955789,12.250685204239684,16.671603780638126,13.559840843574063
poly2,False,False,10.928446237876154,11.593037249291552,12.31976379234192,16.831289180251098,13.692853229666062
poly3,False,False,10.922441526953572,11.58789887729206,12.338740783932971,16.835364085775783,13.711276616022928
exp,False,False,10.981916109926546,11.61247054918994,12.360839716395182,16.86586075050578,13.720354023318873
log,True,True,10.775828689186277,11.506803725816908,12.12610313904518,16.4654814774606,13.416552735952484
power,False,False,10.803327810249622,11.511539647607185,12.132086163216371,16.52708624001527,13.45889557624322
hmult,False,False,11.369688278596447,11.853557897377735,12.616453825807,16.942097356689178,13.816981648201828
scaling,False,False,10.798831385164313,11.511127751983684,12.132544904393734,16.526131549487836,13.458469654333134
