train set size,c0,"c1,1","c1,2","c2,1","c2,2","c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2",rmse,kfold rmse
1,5.453591516881759,2.4977027851483498,-7.13949052541505e-06,0.003064719169412635,-0.005131353171539179,1.4403619097145068,0.003870963319524231,1.763489737218972,0.005176327718644804,0.005171764440331007,-1.7047336778888653,0.004470268007819179,-0.00035652059365524484,8.081923860882016,8.084270881976352
10,10.57419913162467,2.471653867303996,-9.977554888184105e-06,-1.7333385797518938e-09,-4.4172720566763914e-05,1.857724525177946e-05,-0.00018715314354935962,3.8049064044402434,4.984569608358513e-06,-2.1570916758087103e-06,-1.460099093121126,-0.00013027223093644145,6.799222271472507e-06,13.534842368379596,13.54066663859587
25,12.028395271228788,2.7979296724809175,-0.006159176098410366,-0.0027108599976328075,-0.00500463818131992,0.004898667192119486,0.0007311305653771422,4.330599805561906,-3.5764862798488555e-08,0.01912984883095852,-1.5795398430793548,0.0007655670886532821,0.00017141491930712288,15.156417665448188,15.162068928869775
50,17.10926664079158,-0.09038685015456864,-0.007991399432486238,0.026495046334017492,-0.0226396787794564,-1.7664595503886382,-3.524309876308959,5.768008261984125,-0.13863376563276295,9.20295272737894e-08,-0.009727635645735876,0.0039648278197275955,0.0820342113896379,17.202112575356452,17.719609672010407
