train set,train set size,c0,"c1,1","c1,2","c2,1","c2,2",rmse,kfold rmse
gov,1,4.367954392009658,0.014472770698311502,-7.2373975614144356e-09,1.5793725408891224,0.002152469726216494,8.738006788825949,9.040989528661271
gov,10,13.705926734155316,-1.068907827788278e-09,-0.00024325959039246583,-1.8732724014382803e-06,3.966205976293396e-06,14.263818680610632,14.655326757989846
gov,25,14.443013298068196,0.24294289891667226,-0.06181366454688154,5.512481065763916e-09,0.14920823999707725,15.897489911729549,15.973126444367924
gov,50,13.329958793239708,0.048733055573830335,-0.003066605228174677,5.141278759110581,-1.1815058757626042e-09,17.430008239681005,18.116190908290996
bible,1,2.7904714670612676,-2.292921842354044e-09,-9.142982500080332e-05,1.0837173329101755,0.0005349545670398489,8.283214044181264,8.25260440215761
bible,10,7.690927140791539,0.0018671709426973618,0.005679066127520138,1.3644300555478704e-07,0.04156815922585379,12.67105271950597,12.48916302041099
bible,25,7.371838671015787,-3.34416997893816e-09,0.007053480367282527,2.8658917023007424,-0.0006766443401004999,14.429561464178969,14.39314757261493
