c0,"c1,1","c1,2","c1,3","c2,1","c2,2",c3,c4,c5,c6,c7,c8,rmse,kfold rmse
30.038830186592744,0.7565581538525246,-0.027795128170757,0.0003388258953150868,-46.138655893370135,-31.952459893452904,0.0,0.0,0.0,0.0,0.0,0.0,4.963163388934984,5.379717934936957
