train set size,c0,c1,rmse,kfold rmse
1,4.665794982557964,-1.9212791061740764e-10,8.515600857955476,8.470972265503184
10,10.839851803371271,-1.898324123222699e-09,13.775577378849562,13.709454649446759
25,12.725523499330517,1.5524846633946565e-08,15.376796276702837,15.289669283646766
50,17.066740414460185,9.578028625553282e-09,17.41227753644891,17.985292892007944
