language to,c0,c1,"c2,1","c2,2",rmse,kfold rmse
ka,28.368293068763325,0.07365288927055418,-74.46619722852921,24.439596267562404,3.9948894589695794,4.057312001664755
gu,24.96272542571424,0.06971906901078917,-0.40653540312025543,-95.17008816237504,4.2651738497957385,4.326394525185144
hi,31.36301524855444,0.05750859058103732,-48.36822107278816,-32.88011583492885,3.1660961466792172,3.1867053209861957
si,55.336734580274424,0.030875036615632477,-199.65607651738327,172.10961357636765,2.9397461587841636,2.9753562542293848
ta,39.63488126372011,0.04287274703672017,-136.2145546162464,108.06256242755317,3.4084244396433747,3.4682570787565203
