c0,"c1,1","c1,2","c2,1","c2,2","c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2",rmse,kfold rmse
9.365178756313092,2.8550352564165804,-0.029173201572719864,0.4504475871851527,-2.0473136359408236e-07,-0.05219553806508039,-9.547479811994073e-05,4.006563927585883,1.047649211236059,0.009597014986161785,-2.080553659569392,0.0021598451908774645,0.003157381622918432,13.676114821049394,13.688482665613288
