train set,c0,c1,c2,rmse,kfold rmse
gov,2.7494875130045395,-1.0297511569589036e-07,-1.4893687550247097,14.551837414483744,14.618256484462103
bible,1.9779531397213503,3.05338742357076e-08,-1.2663732896089592,12.087052850433363,12.06702968918316
