train set,c0,"c1,1","c1,2",rmse,kfold rmse
gov,20.89955843190573,-11.008410729636909,-10.21247268896505,14.460918810470082,14.477819548847265
bible,9.644540847150399,0.1348260756446784,-1.066952185739825,12.01813547303805,12.034077115334604
