c0,c1,"c2,1","c2,2","c2,3",c3,c4,c5,c6,c7,c8,rmse,kfold rmse
42.15204841443268,0.6583376366602899,-30.800300496500263,-196.7288783428605,244.71557032071607,20.836000682914285,15.91608468459008,0.17941151826312204,-2.7034825113647893,-31.818937862627916,16.215106827582858,4.953357199227917,4.999380497041943
