train set,train set size,test set,c0,c1,c2,c3,rmse,kfold rmse
gov,1,flores,8.975468514678164e-05,-16.05479110971883,1.3108754916018084,-0.3998048215231109,1.3737398740769424,1.3901054868130729
gov,1,bible,3.417563618924712e-10,-29.079380216058382,5.501418385763868,-10.644366222223232,0.08101917896593665,0.08107578529849618
gov,1,gov,7.426753418159985,-2.3810058777720826,0.4247911332305571,1.130543100029604,2.947149553893655,2.96711864823527
gov,10,flores,0.0002663180426773104,-15.992601983043432,0.3688494926395748,1.6942517607970853,0.8028902475097209,0.8209449715820073
gov,10,bible,3.11942799244089e-08,-25.347430865715484,2.129143970578096,-2.62891522223648,0.27085729576431544,0.2746847827083124
gov,10,gov,42.51958509001684,-0.23485762631173515,-0.10741067543705558,1.1946369156015308,1.5376368290511937,1.5516627262627087
gov,25,flores,0.0005858839271501918,-15.190447089376859,0.3778314023189895,1.706381932230933,0.8543963354965273,0.8726582117345361
gov,25,bible,1.586620463852475e-06,-20.190038863148057,2.1319093087520034,-2.862287930758646,0.35222515444957414,0.3562753196371743
gov,25,gov,38.44652063674911,-0.5903107649633308,-0.13430298230953536,1.3908861750448172,1.6044276082832007,1.619342005363782
gov,50,flores,6.862380362933102,0.4069622189048254,-0.6304051131983182,-1.2376791570952035,1.0255800994045674e-15,2.5121479338940403e-15
gov,50,bible,0.7448740701869342,0.7238003644672573,-0.5992662612332569,-2.703705404660669,7.101957063202258e-15,2.4307884577081775e-14
gov,50,gov,32.723923729732064,-0.8577193789024372,-0.18308582492150208,1.3865674062733415,9.173067274558417e-15,7.105427357601002e-15
bible,1,flores,0.00013009782593868173,-13.343903996847873,1.8528303636583143,-1.9583089794835253,0.2597205277365979,0.7456284287432463
bible,1,bible,27.580764198172737,0.31144886150314854,-0.2068617374296878,1.1025926738531007,2.33510102218382,3.0871588287604976
bible,1,gov,8.167263001329048e-07,-17.22112021599334,3.311411863044073,-8.448246455911091,0.15052051852505752,0.5055919142642795
bible,10,flores,6.629380261381197e-05,-16.35785016567333,1.0615408046540395,1.5930574241336857,0.20094850487772004,1.345435853805618
bible,10,bible,75.31184429844338,1.2873558623642165,-0.3290228466094579,0.8787612019637289,1.8842555570952164,2.8941174348735745
bible,10,gov,2.5810420554565797e-06,-18.978243231159674,1.8060012049271303,-1.6647772176265878,0.2337940988366261,0.9452496282424027
bible,25,flores,0.0003236710467239666,-14.084021106851043,1.0319698495746865,1.1060072945178119,0.16663822948990292,0.16885154607668537
bible,25,bible,130.50516205451655,2.0043934888287582,-0.3293667124361579,0.5985918332499548,2.068630729563453,2.088884148433043
bible,25,gov,5.966550973548143e-07,-22.280525991767057,1.635380029643069,0.670237061778655,0.22135775847509576,0.22463197476987967
