train set size,c0,c1,c2,c3,c4,c5,c6,rmse,kfold rmse
1,1.338704587566532,7.78127987394723e-05,-2.61113141198968,0.29998741393423106,0.35695899319508834,-3.73325184638165,-2.994361448882167e-09,8.014875920209896,8.033202791306092
10,-3.0806973414030216e-09,8.439265447434402e-05,-4.760834708973704,0.14626802380676207,1.2538548684426343,-1.3372930805692125,0.36169790794211354,13.502530602182777,13.553394460046647
25,9.555810445711174e-08,-0.012902205337347714,-4.57013827819178,0.0053084568633323505,1.4821344044383944,-0.9908350326733842,0.0984109514230565,15.13081026706255,15.18577695710594
50,-5.251552854043026e-05,5.391553494624878e-05,-4.910460044823582e-08,-0.36233153501751775,0.4685772803416212,-6.500471690516409e-05,-3.101703055540724,17.182071944228568,17.86676098261964
