train set 1,train set 1 size,train set 2,train set 2 size,test set,c0,"c1,1","c1,2",rmse,kfold rmse
cc_align,25,gov,1,flores,55.32515551982813,-127.59876324273455,82.74458433773246,2.0911055705124255,2.3011927073381466
cc_align,25,gov,1,bible,-22.539578474917867,72.64123716837612,-54.95254822853631,0.6884483562866779,0.7328851546692662
cc_align,25,gov,1,gov,88.53969505478342,-225.01979885984196,186.17372925040613,1.924741122237185,1.9276716034347572
cc_align,25,gov,10,flores,17.33682588416336,18.23081649729055,-34.497515871744675,2.8981905934252494,3.4030040488882918
cc_align,25,gov,10,bible,-8.361976826343405,39.55125691339447,-33.938261756788485,0.7949318707055082,0.7949491473936303
cc_align,25,gov,10,gov,187.1380789271387,-500.4585572286009,403.48482377668546,0.8947598980448718,0.9152413614444522
cc_align,25,gov,25,flores,13.024211797643877,38.733151844030786,-51.53638654094493,2.9125246641903315,3.4793177411156115
cc_align,25,gov,25,bible,-26.09682430831959,92.65774953860142,-72.34511999100056,0.9274693914584011,0.9275220365720632
cc_align,25,gov,25,gov,189.22319128390313,-504.4667483628801,412.53150476468994,0.8364037752065075,0.8700079873843595
cc_align,25,gov,50,flores,215.4101503759391,-555.2568922305743,380.3258145363393,3.152720635543966e-14,1.9486126699447375
cc_align,25,gov,50,bible,-18.280451126742857,71.60401002186768,-57.64411027335003,9.187001906419631e-12,0.25788643146076795
cc_align,25,gov,50,gov,227.4082706763092,-618.2957393472363,501.2531328312487,3.331314026336692e-12,2.336734055929082
cc_align,25,bible,1,flores,-0.031153223764850982,9.030834715492146,-9.452573057457151,0.6347010906321768,0.6427641099381154
cc_align,25,bible,1,bible,235.12883708327018,-662.4245047201017,500.59981592729025,0.941711911261962,0.988715201319083
cc_align,25,bible,1,gov,13.539446159261917,-32.867546744252685,21.029078339425467,0.41220471306926615,0.43635531499240043
cc_align,25,bible,10,flores,-22.480340373574528,79.9557082810716,-62.268587107846564,0.847024976944992,0.8926281256133881
cc_align,25,bible,10,bible,306.8898484651142,-857.0258135812128,650.9639560364196,0.5866426536790708,0.7368341728478478
cc_align,25,bible,10,gov,-4.858605587023579,21.438976625080986,-17.190899678566847,0.8650952412098643,0.9095773394187737
cc_align,25,bible,25,flores,-41.290950864956606,136.11511552998041,-103.29102224003623,0.8681167832509942,0.8972254274084956
cc_align,25,bible,25,bible,309.5166970583639,-852.9848983509934,648.0173064827053,0.5987492796952213,0.7724008011847648
cc_align,25,bible,25,gov,-13.753401718366435,48.95535335775672,-37.50372666604374,0.9177337165682574,0.9600739998052806
cc_align,100,gov,1,flores,59.12880910114735,-132.21699038534337,84.02371679862406,1.8191405922165165,2.0292506280611367
cc_align,100,gov,1,bible,-17.786148601811067,59.56374592769545,-45.52258987615038,0.6708547962129641,0.7200891177159635
cc_align,100,gov,1,gov,101.87260672790815,-256.7671467989331,207.34170688361385,1.3294407774643204,1.3294510598572795
cc_align,100,gov,10,flores,35.969298585907985,-35.22294471401401,6.392660163717139,2.814177710255102,3.2332882360921964
cc_align,100,gov,10,bible,-4.65001659827641,25.843032262400108,-20.75633486281059,0.9181890773297603,0.9186941078334511
cc_align,100,gov,10,gov,186.81570078356592,-498.8235816708312,403.03595719924016,0.9413554684892539,0.9430864292552131
cc_align,100,gov,25,flores,20.619775595729365,19.6055488808481,-37.02209730499371,2.554541279723857,2.9597411410194567
cc_align,100,gov,25,bible,-15.407190387275989,59.26983557153447,-45.520658924306495,0.9378836202615617,0.9466117740589444
cc_align,100,gov,25,gov,198.74907990011042,-533.4402189231847,435.28738096470687,0.704785039595935,0.7076371920823514
cc_align,100,gov,50,flores,208.64887183159146,-525.9899738999277,355.88972354996434,2.9792756885710543e-09,1.8586605890889345
cc_align,100,gov,50,bible,-4.881954887226557,32.506265664186785,-27.568922305784813,2.0524417735663545e-13,0.11648469397746808
cc_align,100,gov,50,gov,232.0992481193114,-634.5488721774874,515.0375939827758,8.698935338444488e-12,2.284293442363096
cc_align,100,bible,1,flores,-3.265084095485815,19.816583937594356,-17.813154810259697,0.6059783300928209,0.6151629939660583
cc_align,100,bible,1,bible,248.2276374602252,-699.1163921920826,527.4618649369418,0.6311710325858108,0.6824274235481248
cc_align,100,bible,1,gov,6.660839224170436,-11.491763878549014,5.08779947966599,0.478756132675352,0.5088578197662236
cc_align,100,bible,10,flores,-35.219822448578256,118.39259612521116,-89.87212320278944,0.8635615000762338,0.887418972307628
cc_align,100,bible,10,bible,306.0278469254305,-855.6727462426579,651.7826042175616,0.5692624816103822,0.7197905874741469
cc_align,100,bible,10,gov,-12.114825447310933,43.51453296630895,-32.82829668564281,0.8896708459999327,0.9125694112030516
cc_align,100,bible,25,flores,-49.90858903890333,162.0744799309564,-121.37112516965439,1.031015167645818,1.0555738814511968
cc_align,100,bible,25,bible,324.1521012979925,-893.575030635052,676.6246238828876,0.5786209240991667,0.745693278158106
cc_align,100,bible,25,gov,-29.828704966887248,95.82496858938993,-70.54847310653265,0.9803154052054421,0.9935523977403815
gov,25,bible,1,flores,-23.300832547265834,81.93939197660517,-65.20182199440991,0.71867547653066,0.792109307432278
gov,25,bible,1,bible,221.5368958584839,-617.4302861689449,464.9226158286858,0.3230815707500351,0.3405580986618737
gov,25,bible,1,gov,-20.796644957767917,74.43722124483011,-59.377230319634734,0.7203101606027834,0.7963445270991585
gov,25,bible,10,flores,-41.46104677248139,139.82093332432953,-107.72783136427363,1.160774599217443,1.3134437191226516
gov,25,bible,10,bible,326.8369979608541,-915.3321933314411,693.6227675224205,0.23777436045268407,0.301394314603167
gov,25,bible,10,gov,-90.96627590238293,273.57329610999676,-192.41096941577877,1.6746833126386964,1.73655545486598
gov,25,bible,25,flores,-66.47449807817632,214.3031996586852,-162.07596178025068,1.334675123100913,1.4838882230453367
gov,25,bible,25,bible,324.6949711805634,-891.7788595478544,672.1998056074344,0.4742525682779162,0.6090344229915459
gov,25,bible,25,gov,-103.48815699784208,313.26512556077836,-222.31014400987758,2.0322270718722635,2.056069316480444
gov,1,bible,1,flores,-8.18391825970904,34.293920139032046,-28.971849941766433,0.8497883045608824,0.8769250986291359
