c0,c1,"c2,1","c2,2",c3,c4,c5,c6,c7,c8,rmse,kfold rmse
39.46665002967759,9.669754001253335,-111.16297746537322,65.21724334557142,0.0,0.0,0.0,0.0,0.0,0.0,4.676464998608362,4.698338471233281
