c0,"c1,1","c1,2","c1,3",c2,c3,c4,c5,c6,c7,c8,rmse,kfold rmse
4.36053031093055,32.66125074997328,-59.53737714668483,36.4194452183595,-18.37903601138642,9.359803270973382,2.2782998418140186,-1.0981778007230343,4.676010188135416,-28.6176791262243,0.15006897570173608,4.597791785833375,4.681646558077889
