train set size,c0,c1,rmse,kfold rmse
1,0.4818244410419596,-1.4048306640452346,4.811837628389807,4.832784404177604
10,2.674018179157896,-1.4845041359033813,6.977498297684655,7.012179238060139
25,3.717252401571374,-1.4923358963541615,7.85809404320655,7.894749855678204
50,5.242975908433756,-1.5906333653543274,5.806764410140081,5.936813979399028
