train set,c0,c1,c2,c3,c4,c5,c6,rmse,kfold rmse
gov,11.09819134362753,2.8705141155669947,-12.70137208473171,2.6665469838879745,-0.2764191411874873,-14.21093372874409,5.283210068192248,14.3735945821769,14.423404845619356
bible,7.6752457481352385,4.368480448532513,-21.509730042819086,4.471766388933236,0.5353224342721754,-21.702869946679836,10.527526202836363,11.967674568297943,11.995968977728216
