language to,c0,c1,c2,rmse,kfold rmse
ka,3.7497695921724974,0.21681543406894635,-1.0069855912748877,5.538995842527715,5.719321049912098
gu,6.354653466126967,0.13718809998750678,-0.769422637142858,7.32327581231971,7.4873339201677735
hi,4.831238548074512,0.17385717096289566,-0.9504250237213507,5.657482563128759,5.7453432061566705
si,1.5585369336956236,0.012653491337940182,-1.4793989000027616,2.931654061943971,2.9505274615850565
ta,1.9226270679628905,0.11247257165354681,-1.2774100232452492,3.662943648245161,3.7208282901014487
