language to,c0,"c1,1","c1,2",c2,rmse,kfold rmse
ka,3.21993143260382,1.1004812585161976,-0.02798986779619745,-3.6791435567583752,10.543867969559782,10.603752272797964
gu,7.551191335261569,0.845991119075001,-0.0203069027376255,-3.4064011981671243,11.256486990765486,11.35083975618183
hi,8.109013823689564,0.4158028254657999,-0.00395163306154778,-3.6188932541224665,11.922571281847082,12.120395245667545
si,8.196082308287766,0.5014401529172093,-0.005159534153129896,-3.6905202968687143,16.224795553574516,16.613632910941128
ta,6.692648433533128,0.39552258156507764,-0.00368554853773689,-3.827104451118829,13.157203994485622,13.467704027400188
