c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3","c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2","c7,1","c7,2","c8,1","c8,2",rmse,kfold rmse
7.311446229355711,0.8056642444746859,-0.029986979289472547,0.00036393878940178457,-42.62293070108638,-28.1715223051764,-15.686401626812028,4.46308544484108,2.715960501126992,3.476466307927529,1.6535587030223615,3.118027680403788,1.3444261642202946,5.307673790629678,3.9413802208471003,5.3911065404277165,3.66279559578907,2.296222701115451,0.729996926056657,5.0934108916215,7.429833682906191
