train set 1 size,train set 2,train set 2 size,language to,c0,c1,rmse,loo rmse
25,gov,1,ka,7.829473170905287,0.648667523961534,7.1811154579798115,7.483339844983828
25,gov,1,gu,12.1597834307897,0.6616403588317188,8.27946258881818,8.559100109171498
25,gov,1,hi,10.208662002384658,0.7356933681181166,7.595370562728556,7.829647091807252
25,gov,1,si,10.082609399896173,0.6982724909135211,10.346035086092636,10.694243124322686
25,gov,1,ta,8.703347674673214,0.8294008857670765,9.149786539149146,9.487549892478963
25,gov,10,ka,15.10519923086244,0.630352702071684,11.355076457895805,11.746739007892602
25,gov,10,gu,19.54157405940739,0.6223826509217697,11.197958694222894,11.54630024356202
25,gov,10,hi,18.001111602190385,0.7569178346749295,10.667336918695398,11.020408927889429
25,gov,10,si,18.940891592014225,0.6797495688695083,16.261508381795533,16.90817155684761
25,gov,10,ta,15.702114175832353,0.8688925463752352,13.256904873779881,13.764257903123745
25,gov,25,ka,17.007584057521033,0.6353487386100422,12.686145077188876,13.12052009199761
25,gov,25,gu,21.52781135490831,0.6289649634121056,12.199232288917988,12.571138558274896
25,gov,25,hi,19.715854860637453,0.7513007680431562,11.459868206665979,11.821722739337277
25,gov,25,si,21.456180106761543,0.6774173631007772,17.943000778077373,18.679677993732554
25,gov,25,ta,17.953974391926906,0.8743696242555884,14.43208169323474,14.990409496799664
25,gov,50,hi,20.977034260396586,0.7396056039285583,11.936458864742374,12.290321859786065
25,gov,50,si,22.90654220396917,0.6775189929695451,19.035999865488996,19.782121164133038
25,gov,50,ta,19.596980865116343,0.8547680421822185,15.08048141680675,15.64908410232746
25,bible,1,ka,5.58997122194366,1.0886989926604975,6.646278244811579,6.694443357091019
25,bible,1,gu,7.222788586969,1.1062503975580968,6.636457376372002,6.679940482475759
25,bible,1,hi,7.518018594397512,0.9806403026750022,7.9195152269179365,7.985861231431437
25,bible,1,si,7.879430676262757,1.0637642258239504,10.130432981866857,10.224661978375718
25,bible,1,ta,6.222396867855525,0.9940628400427317,7.647396538082496,7.71515577146025
25,bible,10,ka,9.290681233066476,1.090948487378661,10.562289741352878,10.642245269245857
25,bible,10,gu,11.63889033493344,1.1599012134834892,9.138920966419779,9.1585202703462
25,bible,10,hi,11.235819366480763,0.9844891722731948,11.701239426723047,11.79324356343533
25,bible,10,si,12.94513312943231,1.1144939865820078,14.926431765844516,15.008876247834001
25,bible,10,ta,10.5270167625067,1.0598147383029166,11.550373010100126,11.601813223333354
25,bible,25,ka,10.73777068881252,1.082802938371585,12.456731390102762,12.56326984503179
25,bible,25,gu,13.321117149546994,1.1551918900750704,10.572758875911735,10.598355311635348
25,bible,25,hi,12.838757866486686,0.9907415532379681,13.5098454846934,13.607808799808662
25,bible,25,si,14.175835213763355,1.107544486782849,16.55823487224128,16.655585606260185
25,bible,25,ta,12.27593645746216,1.0586610966091456,13.25441246479051,13.31429879652006
100,gov,1,ka,-0.8292711607986266,-2.77173594632262,6.959581952929588,8.648998918258451
100,gov,1,gu,4.604975108564686,-2.5128752352454358,8.43356411912873,10.338369115495734
100,gov,1,hi,-0.3099993192643498,-2.699686617963124,7.814237121415429,9.57529293556711
100,gov,1,si,-9.18741987577152,-3.189366739519631,4.118153203095957,9.292485127955837
100,gov,1,ta,-2.5166293433720757,-2.618904340744536,8.929667687694216,11.292198701707763
100,gov,10,ka,0.13989049131490155,-3.242387642791331,9.908263946840142,12.268123348885256
100,gov,10,gu,7.108509887794983,-2.994021438595288,11.060197856168289,13.579940307692107
100,gov,10,hi,1.8844920712617004,-3.0115990002447557,10.313780908305217,12.633579126703802
100,gov,10,si,-10.456529448383685,-3.534882749259702,5.637670365132721,13.187862116693818
100,gov,10,ta,-0.39226893064267154,-2.9041655144480805,12.280009956577809,15.486422095304604
100,gov,25,ka,0.585204379388665,-3.3541187409858098,10.756854407616546,13.308394893794272
100,gov,25,gu,8.171178037993776,-3.0407273764079688,12.075959804028535,14.8301430039012
100,gov,25,hi,2.3119756840860433,-3.084112945503209,11.012338497098098,13.488556378592332
100,gov,25,si,-11.288304754174131,-3.622527372124765,6.309123816007375,14.877101661514985
100,gov,25,ta,0.1851074667383668,-2.9881453574351875,13.223059611756899,16.66200202749929
100,gov,50,hi,1.8481871400168643,-3.189848917934368,10.790098152797121,13.215614332263916
100,gov,50,si,-11.057326746345009,-3.6650944711414404,6.712147640435184,15.884430754908644
100,gov,50,ta,0.08651536846909798,-3.0643238709656226,13.44246558390155,16.924412140888556
100,bible,1,ka,5.554889213120744,1.3418276016907251,6.857469232276938,7.309994480357385
100,bible,1,gu,6.986034238091477,1.3264729859322293,6.845709082782317,7.342902836447429
100,bible,1,hi,7.680960099592726,1.1646935715442683,8.273953607672446,8.838594759571775
100,bible,1,si,8.223181400826848,1.2193612925616462,10.546226811922548,11.224324975590868
100,bible,1,ta,6.5177866020453,1.1261995717301603,8.034105845072567,8.599916832529876
100,bible,10,ka,9.055558505791167,1.3436831528347228,10.762487389705104,11.546389502884647
100,bible,10,gu,10.986367677014876,1.3274748341898501,9.751847970433467,10.468286800754429
100,bible,10,hi,11.180748739714318,1.1645979972592748,11.885465967638936,12.711793161006561
100,bible,10,si,12.689733976253407,1.219571657411382,15.378155593844397,16.35774944084155
100,bible,10,ta,10.61796250851768,1.1261688891393573,11.99722710131435,12.837474301658553
100,bible,25,ka,10.588318057310124,1.3430203434010701,12.786640732791113,13.69290977734259
100,bible,25,gu,12.55283425892172,1.327125969356354,11.121356009200003,11.938123210891971
100,bible,25,hi,12.714075013457661,1.1641996022740262,13.841823955597164,14.79513092240348
100,bible,25,si,14.023274163029779,1.2202667991201064,17.052069443376,18.14163579583532
100,bible,25,ta,12.184257385793662,1.1259687301316201,13.573457292540624,14.500352809068724
1,gov,1,ka,4.464349400066097,0.8258595949155383,4.512481935460977,5.517570681262447
1,gov,1,gu,11.703669978778995,0.8547932521871667,6.734630719338282,8.243736049560006
1,gov,1,hi,10.602484493408136,0.8408865753633924,6.1614664985703085,7.546734519001011
1,gov,1,si,9.629612212614493,1.0448346218512248,8.555467703217024,10.48012545302664
1,gov,1,ta,8.690942831242507,0.9485628068667014,7.663319057659211,9.799461269078222
1,gov,10,ka,13.392523353266112,0.8132214663283693,11.030059502969447,13.342984053795098
1,gov,10,gu,19.49643906570128,0.8337185992904624,9.82440025036888,11.893898721880154
1,gov,10,hi,18.262279779754625,0.821519224275466,9.649134093237425,11.732462383018506
1,gov,10,si,19.397408148729582,1.046038358899757,15.013401456973245,18.389583120105375
1,gov,10,ta,15.688717215372082,0.9402981447648276,12.393705279806856,15.56861768555553
1,gov,25,ka,16.15933090074963,0.8101793687853354,12.837081331086631,15.437605125030057
1,gov,25,gu,21.59457793739057,0.8296186820478629,11.166475874988913,13.453662935997874
1,gov,25,hi,19.893507774906855,0.8172731189131651,10.519229443472687,12.723373028276812
1,gov,25,si,21.927996956873507,1.042059134648116,16.83257045578785,20.615831023560595
1,gov,25,ta,17.88474078990631,0.9291840117350672,13.729769758395735,16.81775463873556
1,gov,50,hi,21.025577048852014,0.8129661115351895,11.108440678902953,13.342578675803747
1,gov,50,si,23.46001184134923,1.0367301487103162,18.024382156784643,22.070028577420814
1,gov,50,ta,19.514192870893755,0.9195608188679297,14.288955233928885,17.495566650089568
1,bible,1,ka,4.479298573926488,1.0388505964890338,5.5206337182487415,5.819600611059727
1,bible,1,gu,7.590141798999122,1.1007930561116894,5.5098182269166305,5.6959548065333205
1,bible,1,hi,7.410956626370009,1.039489348619508,7.200214946652247,7.576491213828573
1,bible,1,si,7.869032947457176,1.1464720244480868,9.13207916400835,9.546627169869208
1,bible,1,ta,6.23855964718003,1.1402886400920043,6.68526845566749,6.96824644428841
1,bible,10,ka,8.543499690155402,1.031485842962679,9.854127523320074,10.44884959677562
1,bible,10,gu,13.101240158557365,1.13720397307463,7.917647474160712,8.048124770391318
1,bible,10,hi,11.94755959348371,1.0494828194631611,11.027438649902138,11.51763513280601
1,bible,10,si,14.075264600460876,1.169302042984553,13.822727777454311,14.31760929239746
1,bible,10,ta,11.55303892109026,1.1929525293122714,10.271878618168122,10.51816703586017
1,bible,25,ka,10.175745208111326,1.0278762774835792,11.953049567914066,12.717099294023582
1,bible,25,gu,14.896604239155497,1.1215137071779884,9.566196239493072,9.782075279978065
1,bible,25,hi,13.682094937664417,1.053773571843312,12.512817676102783,13.031818635603766
1,bible,25,si,15.441108365992518,1.1644197594474557,15.749867490260371,16.343535778656502
1,bible,25,ta,13.517432473698939,1.1847132544688337,12.136956214109386,12.455052844595336
10,gov,1,ka,7.7921860840302095,0.775778042867654,6.848331825512755,8.336770514997605
10,gov,1,gu,12.098969972954574,0.8056928880269699,7.195599658316858,8.790737551245748
10,gov,1,hi,10.194662875074526,0.7850351123278336,6.576007881759847,8.02700793099757
10,gov,1,si,9.554285420836038,0.9137394075619553,9.553098787623023,11.686149228833097
10,gov,1,ta,8.547476973242077,0.8768732593839529,8.517349334382272,10.433263218367289
10,gov,10,ka,15.023632309592346,0.7683858608876968,10.786244554872582,13.01723808753163
10,gov,10,gu,20.327793088252196,0.7940549308838789,9.565576796106846,11.611898923831317
10,gov,10,hi,18.894644283367285,0.7844680905843096,9.014049622578915,10.999217147666512
10,gov,10,si,19.830323670175357,0.9385092114144754,15.053257937212456,18.66379675822521
10,gov,10,ta,16.353458359651942,0.8926552445267247,12.482477652252614,15.683445105802708
10,gov,25,ka,17.223534480488436,0.7675534186122733,12.172261682388553,14.6696408514062
10,gov,25,gu,22.32556745689976,0.7903538144337562,10.551088028677801,12.763921794002924
10,gov,25,hi,20.593493880859242,0.7796200806128045,9.90340494251662,12.043348755312879
10,gov,25,si,22.73087111636275,0.9411238349311533,16.47035089697518,20.53631163008494
10,gov,25,ta,18.549984158296486,0.883141652413817,13.606000357607915,16.71648437634139
10,gov,50,hi,21.822909915816815,0.774593263187993,10.262096447650055,12.414497126438992
10,gov,50,si,24.094999263173655,0.934030736093207,17.620869346692643,21.58377448380691
10,gov,50,ta,20.180865744991564,0.8761620521975716,14.154098558700445,17.335411481100223
10,bible,1,ka,6.045253505755725,0.9384489097472539,6.730538128363576,7.119215717941651
10,bible,1,gu,7.75284998480852,0.9921587479725424,6.174634446653077,6.497866822955595
10,bible,1,hi,7.679553815845797,0.9472511519493229,7.554796482906154,7.985144549432884
10,bible,1,si,7.823587016983883,0.9712219052031171,9.675058355393114,10.228374858439688
10,bible,1,ta,6.094269850097687,0.97310112488051,7.155390604709741,7.547340479444108
10,bible,10,ka,9.610952916295552,0.9348600754392391,10.217915351524894,10.834628424148594
