train set 1 size,train set 2,train set 2 size,language to,c0,c1,rmse,loo rmse
10,bible,10,gu,12.864644547483563,1.0276713761686818,8.222744256876847,8.444553670452478
10,bible,10,hi,11.781325472154633,0.953206857054332,11.171860848891383,11.748702272079102
10,bible,10,si,13.803395136677297,1.0150845444164784,14.048480619123907,14.579408175157855
10,bible,10,ta,11.209469433300903,1.0233792209668595,10.523391576072004,10.875966647224132
10,bible,25,ka,10.975992081876088,0.9327104955292135,12.080169255873798,12.835069090988345
10,bible,25,gu,14.360888175748588,1.0152900187860416,9.515165269700846,9.843969809959436
10,bible,25,hi,13.414803217226204,0.9539962834932788,12.990584237913474,13.65348730471264
10,bible,25,si,15.269234192520495,1.0092069104177757,15.761677648015464,16.386634474239525
10,bible,25,ta,13.375606402326506,1.0219337822380452,12.471072257242085,12.895359076418814
50,bible,1,hi,7.977857432907308,0.9317961803671545,7.692673842107096,8.164633769963672
50,bible,1,si,8.189304966093214,0.943215795501908,10.188731283993897,10.790266326893171
50,bible,1,ta,6.49140971747514,0.941437157467494,7.360987549132892,7.790589879043427
50,bible,10,hi,11.881534998414992,0.9421138746284213,11.166495792521378,11.758992784911285
50,bible,10,si,13.934014440013266,0.9831387314258275,14.353996215994886,14.93239207678979
50,bible,10,ta,11.474714024762267,0.9966994782796844,10.754092213937122,11.120379981862527
50,bible,25,hi,13.61520202540532,0.9455857753750669,12.993148490919936,13.640537649953155
50,bible,25,si,15.300242580739328,0.9766316909467158,16.061105190702797,16.74865755332723
50,bible,25,ta,13.3746864923825,0.9947738663077839,12.392798469409161,12.819685902661035
