train set size,test set,c0,c1,c2,c3,c4,c5,c6,rmse,kfold rmse
1,flores,2.169515778283458,0.5189132580735827,-7.814811808673341e-10,0.7672151020150227,-2.5103502759379665e-06,8.344462264248062e-05,-4.141838812506622e-09,2.3670098003502447,2.386358039601844
1,bible,4.4246199739725585,2.805753481949166,-2.2502786337428704e-09,-0.003418608771239181,4.1456907544583155,3.7103207183689505e-06,0.15046492130171324,8.379892080643803,8.500791269804118
1,gov,3.759641789617432,6.359070118449771,-0.019041667720430037,5.608382157841334,5.855801930138473e-08,-1.0022248147251904e-05,-0.010749824534051534,9.556732770026578,9.727931383341495
10,flores,7.110092969128206,-0.062067219252691826,0.04343499448017862,0.026631446553878804,-7.048141017856793e-09,-0.0011404187580731158,-0.2620545994208313,5.391985286982783,5.389552247274182
10,bible,9.66962650879178,-1.0445122592336833e-06,-0.019225157499089866,-0.0007248776663422384,7.71841514789862,-0.05333459961559551,0.014913426240058078,13.056186542672524,13.383225060620466
10,gov,6.673556973445569,5.8096008249933435,1.611985863108153e-05,-0.000263596080741823,11.860018163787743,-2.7723951748795176e-08,-7.187611525038881e-05,16.885940270946648,17.42362804585889
25,flores,9.015391671261366,-0.000636023232554008,-0.007040112964493875,-0.0014336031714326256,-4.189322985937265e-09,-0.0022070543498943222,-1.60375244202342,6.457519055045806,6.460450039675159
25,bible,9.992190061508847,2.8415211412759382,1.4850191215845591e-08,0.004567823714555079,7.8425088939603755,-0.021668268236931576,0.4661516166431282,14.879542929820282,15.29746320185031
25,gov,2.0732526853432245,1.8284246569253306e-08,0.002562105577058884,-0.013392085116392166,26.295635170857498,-0.0047198635227621724,0.02314182974471335,18.733345430625945,19.409494667641532
50,flores,32.31517521259751,-9.104165322348493e-09,-6.592818251673509e-05,-15.443364675759566,-16.367370745424083,-0.0004003406561891965,8.301403023312974e-07,1.1338429768894573,3.419801403661561
50,bible,1.4104513649202606,-0.00031024528970233765,0.009560833721903719,-8.25854552985299e-09,0.004878888404831007,0.7580178189405357,0.009093084151943613,0.8912836131513372,0.9546712960544855
50,gov,0.38500089689557604,-4.149280983726237e-09,-0.7988467848700634,-14.508833188571446,69.65939104296677,0.641901936261532,-0.4168070402434046,0.667180117309209,3.3631219934602257
