model,mean,min,25%,50%,75%,max
linear,13.60442958671874,8.11456627504456,12.202304129677579,14.377220281699344,15.779345738740508,17.548711508431712
poly2,13.681302679494781,8.106909028578787,12.196118166556372,14.371627329750792,15.8568118426892,17.875047029898756
poly3,13.674665045585574,8.08067833599673,12.18944445038392,14.371472798023834,15.856693393225486,17.875036250297896
exp,13.598355687851829,8.114718661833662,12.202185282565837,14.377004117415616,15.773174522701607,17.52469585474243
log,13.603337911463369,8.113469678803238,12.201918883405813,14.377006239977304,15.778425268034859,17.54586948709563
power,13.597194194862237,8.113636225173664,12.201786522822498,14.376768331917184,15.772176003956922,17.521603890440915
hmult,13.581574588878112,8.119935310695709,12.200671355669758,14.372973392727623,15.75387662593598,17.460416259361498
