model,pareto,rawlsian,1k,10k,25k,50k
linear,False,False,8.11456627504456,13.56488341455525,15.18955714884344,17.548711508431712
poly2,False,False,8.106909028578787,13.559187879215568,15.184066780286017,17.875047029898756
poly3,True,False,8.08067833599673,13.559033155179652,15.183912440868015,17.875036250297896
exp,False,False,8.114718661833662,13.56467415614323,15.189334078688,17.52469585474243
log,True,False,8.113469678803238,13.564735284940005,15.189277195014602,17.54586948709563
power,True,False,8.113636225173664,13.564503288705442,15.189033375128924,17.521603890440915
hmult,True,True,8.119935310695709,13.56091670399444,15.185030081460807,17.460416259361498
