c0,c1,"c2,1","c2,2","c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2","c7,1","c7,2","c8,1","c8,2",rmse,kfold rmse
34.468455555408006,1.9897639160129563,-105.42361758908524,56.33709538390214,13.571591652834513,4.588377109149363,12.48647730606219,4.02486815516358,2.5133502566369965,-4.243132483523082,6.892213129084168,-5.139764756226226,6.495337240511803,-18.67935663701335,7.383691654170038,1.0313423227736631,4.305556855757811,4.339534300835597
